str_no_string|NO STRING!
str_auto_team_balance_in_20_seconds|Auto-balance will be done in 20 seconds.
str_auto_team_balance_next_round|Auto-balance will be done next round.
str_auto_team_balance_done|Teams have been auto-balanced.
str_s1_won_round|{s1} has won the round!
str_round_draw|Time is up. Round draw.
str_round_draw_no_one_remained|No one left. Round draw.
str_death_mode_started|Hurry! Become master of the field!
str_reset_to_default|Reset to Default
str_done|Fatto
str_player_name|Player Name
str_kills|Kills
str_deaths|Deaths
str_ping|Ping
str_dead|Dead
str_reg0_dead|{reg0} Dead
str_bots_reg0_agents|Bots ({reg0} agents)
str_bot_1_agent|Bot (1 agent)
str_score|Score
str_score_reg0|Score: {reg0}
str_flags_reg0|(Flags: {reg0})
str_reg0_players|({reg0} players)
str_reg0_player|({reg0} player)
str_open_gate|Open Gate
str_close_gate|Close Gate
str_open_door|Open Door
str_close_door|Close Door
str_raise_ladder|Raise Ladder
str_drop_ladder|Drop Ladder
str_back|Indietro
str_start_map|Start Map
str_choose_an_option|Choose an option:
str_choose_a_poll_type|Choose a poll type:
str_choose_faction|Choose Faction
str_choose_a_faction|Choose a faction:
str_choose_troop|Choose Troop
str_choose_a_troop|Choose a troop class:
str_choose_items|Choose Equipment
str_options|Options
str_redefine_keys|Redefine Keys
str_submit_a_poll|Submit a Poll
str_administrator_panel|Administrator Panel
str_kick_player|Kick Player
str_ban_player|Ban Player
str_mute_player|Mute Player
str_unmute_player|Unmute Player
str_quit|Quit
str_poll_for_changing_the_map|Change the map
str_poll_for_changing_the_map_and_factions|Change the map and factions
str_poll_for_changing_number_of_bots|Change number of bots in teams
str_poll_for_kicking_a_player|Kick a player
str_poll_for_banning_a_player|Ban a player
str_choose_a_player|Choose a player:
str_choose_a_map|Choose a map:
str_choose_a_faction_for_team_reg0|Choose a faction for team {reg0}:
str_choose_number_of_bots_for_team_reg0|Choose number of bots for team {reg0}:
str_spectator|Spectator
str_spectators|Spectators
str_command|Command:
str_profile_banner_selection_text|Choose a banner for your profile:
str_use_default_banner|Use Faction's Banner
str_party_morale_is_low|Il morale di alcune truppe è basso!
str_weekly_report|Rapporto Settimanale
str_has_deserted_the_party|ha abbandonato la Compagnia.
str_have_deserted_the_party|hanno abbandonato la Compagnia.
str_space| 
str_us_|Noi 
str_allies_|Alleati 
str_enemies_|Nemici 
str_routed|Fuggiti
str_weekly_budget|Bilancio settimanale
str_income_from_s0|Proventi da {s0}:
str_mercenary_payment_from_s0|Soldo mercenario da {s0}:
str_s0s_party|Compagnia di {s0}
str_loss_due_to_tax_inefficiency|Perdite dovute all'inefficienza del sistema fiscale:
str_wages_for_s0|Salari per la {s0}:
str_earlier_debts|Debiti precedenti:
str_net_change|Variazione netta:
str_earlier_wealth|Bilancio iniziale:
str_new_wealth|Nuovo bilancio:
str_new_debts|Nuovi debiti:
str_maximum_seconds_for_round_is_reg0|Maximum seconds for round is {reg0}.
str_respawn_period_is_reg0_seconds|Respawn period is {reg0} seconds.
str_bots_upper_limit_for_votes_is_reg0|Bots upper limit for votes is {reg0}.
str_map_is_voteable|Map is voteable.
str_map_is_not_voteable|Map is not voteable.
str_factions_are_voteable|Factions are voteable.
str_factions_are_not_voteable|Factions are not voteable.
str_players_respawn_as_bot|Players respawn as bot.
str_players_do_not_respawn_as_bot|Players do not respawn as bot.
str_kicking_a_player_is_voteable|Kicking a player is voteable.
str_kicking_a_player_is_not_voteable|Kicking a player is not voteable.
str_banning_a_player_is_voteable|Banning a player is voteable.
str_banning_a_player_is_not_voteable|Banning a player is not voteable.
str_player_banners_are_allowed|Player banners are allowed.
str_player_banners_are_not_allowed|Player banners are not allowed.
str_default_armor_is_forced|Default armor is forced.
str_default_armor_is_not_forced|Default armor is not forced.
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Percentage of yes votes required for a poll to get accepted is {reg0}%.
str_auto_team_balance_threshold_is_reg0|Auto team balance threshold is {reg0}.
str_starting_gold_ratio_is_reg0|Starting gold ratio is {reg0}%.
str_combat_gold_bonus_ratio_is_reg0|Combat gold bonus ratio is {reg0}%.
str_round_gold_bonus_ratio_is_reg0|Round gold bonus ratio is {reg0}%.
str_point_gained_from_flags_is_reg0|Team points gained for flags is {reg0}%.
str_point_gained_from_capturing_flag_is_reg0|Points gained for capturing flags is {reg0}%.
str_map_time_limit_is_reg0|Map time limit is {reg0} minutes.
str_team_points_limit_is_reg0|Team point limit is {reg0}.
str_defender_spawn_count_limit_is_s1|Defender spawn count is {s1}.
str_system_error|SYSTEM ERROR!
str_prisoner_granted_parole|Il prigioniero dà la sua parola
str_prisoner_not_offered_parole|Il prigioniero non dà la sua parola
str__age_reg1_family_|^Età: {reg1}^Famiglia:
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}, rel: {reg0}),
str_s49_s12_s11|{s49} {s12} ({s11}),
str_lord_info_string|{reg6?:{reg4?{s54} è il Re di {s56}.^:{s54} è un vassallo di {s55} di {s56}.^}}Fama: {reg5}. Controversia: {reg15}.^{reg9?{reg3?Lei:Lui} è {reg3?la signora:il lord} di {s58}.:{reg3?Lei:Lui} non ha feudi.}{s59}^{s49}
str_foreign_relations__|Relazioni internazionali: ^
str_s21__the_s5_is_at_war_with_the_s14|{s21}^* Il {s5} è in guerra con il {s14}.
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21} Il {s5} ha avuto la meglio nei combattimenti.
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21} Il {s5} ha avuto la peggio nei combattimenti.
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} I combattimenti sono proseguiti per qualche tempo, e la guerra potrebbe terminare presto con una tregua.
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} Gli scontri sono cominciati in tempi relativamente recenti, e la guerra potrebbe continuare ancora per qualche tempo.
str__however_the_truce_is_no_longer_binding_on_the_s14| Tuttavia, la tregua non è più vincolante per il {s14}
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^* Il {s5} è vincolato da una tregua a non attaccare il {s14}.{s18} La tregua finirà tra {reg1} giorni.
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}^* Il {s5} ha recentemente subito provocazioni da parte di elementi del {s14}, e c'è il rischio che scoppi una guerra.
str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}^* Il {s5} non ha questioni in sospeso con il {s14}.
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21} Il {s14} è stato provocato di recente da elementi del  {s5}, e c'è il rischio che scoppi una guerra.^
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|Il {s5} è governato da {s6}.^Controlla {s8}.^I suoi vassalli sono {s10}.^^{s21}
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} uccisi, {reg5} feriti, {reg6} fuggiti
str_reg4_killed_reg5_routed|{reg4} uccisi, {reg5} fuggiti
str_reg4_killed_reg5_wounded|{reg4} uccisi, {reg5} feriti
str_reg4_wounded_reg5_routed|{reg4} feriti, {reg5} fuggiti
str_s42|{s42}
str_s4_awarded_to_s5|{s4} assegnato a {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Calcolando la possibilta' per {s4}, forza di {reg3} contro {reg4} nemici
str_current_wealth_reg1_taxes_last_collected_from_s4|Ricchezza attuale: {reg1}. Tasse raccolte ultimamente da {s4}
str_s4_has_reg4_chance_of_recruiting_troops|{s4} ha {reg4} di possibilità di reclutare truppe
str_s4_has_reg4_chance_of_going_to_s5|{s4} ha {reg4} di possibilità di andare a {s5}
str_s4_has_reg5_chance_of_patrolling_s6|{s4} ha {reg5} possibiltà di pattugliare {s6}
str_s4_has_reg5_chance_of_raiding_s6|{s4} ha {reg5} possibilità di razziare {s6}
str_s4_has_reg5_chance_of_besieging_s6|{s4} ha {reg5} di possibilità di assediare {s6}
str_sum_chances_reg6|Possibile somma: {reg6}
str_deciding_faction_ai_for_s3|Fazione AI per {s3}
str_lords_of_the_s1_gather_for_a_feast_at_s2|I lords del {s1} si riuniscono per una festa a {s2}.
str_players_kingdom_has_had_reg3_days_of_peace|Il Regno del personaggio ha avuto {reg3} giorni di pace
str_s4_is_present_at_the_center_and_is_attending_the_feast|{s4} è presente e sta partecipando alla festa
str_s4_is_present_at_the_center_and_is_awaiting_the_player_in_private|{s4} è presente al centro ed è in attesa il giocatore in privato
str_s4_is_present_at_the_center_and_is_allowed_to_meet_the_player|{s4} è presente e gli è stato permesso incontrarti
str_s4_is_present_at_the_center_and_is_not_allowed_to_meet_the_player|{s4} è presente ma non gli è stato permesso incontrarti
str_no_relation|nessun rapporto
str_niece|nipote
str_nephew|nipote
str_aunt|zia
str_uncle|zio
str_cousin|cugino
str_daughterinlaw|nuora
str_soninlaw|genero
str_motherinlaw|suocera
str_fatherinlaw|suocero
str_sisterinlaw|cognata
str_brotherinlaw|cognato
str_print_party_members_entered|i membri del gruppo sono entrati
str_num_companion_stacks_=_reg10|numero di compagni = {reg10}
str_someone|qualcuno
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|Faccio quel che posso, {signore/signora}. Porto l'acqua, aiuto i mercanti con i loro carichi o li aiuto a costruire gli edifici.
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|Non sto facendo nulla, {signore/signora}. Non c'è lavoro in questi giorni.
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|Non sto facendo nulla, {signore/signora}. Non possiedo terre, e non c'è lavoro per me in questi giorni.
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|Sto vivendo ancora grazie alla vostra gentilezza e bontà, {signore/signora}. Spero ci sarà presto lavoro.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|Io lavoro nei campi, fuori le mura dove coltiviamo il grano. Ma non ne cresce abbastanza per sfamare tutti e dobbiamo comprare il grano importato dalle terre vicine.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|Io lavoro principalmente nei campi, a coltivare il grano. In città fanno il pane, la birra e a volte fiocchi d'avena.
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|Io lavoro dove si fa la birra. Una bevanda per i contadini e i poveri, dato che è più economica del vino. La facciamo con il grano che viene dai campi.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|Io lavoro in un mulino, macinando la farina per fare il pane. Costa poco e riempie lo stomaco.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|Io mi prendo cura del bestiame e ne prendo il latte, affinchè possa essere prodotto il formaggio. Poi durante la macellazione, ne saliamo le carni e le lasciamo essiccare per preservarle. Infine mandiamo le pelli in città perché vengano lavorate.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|Io mi prendo cura del bestiame e ne prendo il latte, affinchè possa essere prodotto il formaggio. Poi durante la macellazione, ne saliamo le carni e le lasciamo essiccare per preservarle. Infine mandiamo le pelli in città perché vengano lavorate.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|Io mi prendo cura delle pecore. Mandiamo la lana in città per farla lavorare e facciamo le salsicce una volta abbattuto il gregge.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|Lavoro con il telaio, filando la lana. È tra le stoffe più economiche ma tiene la gente al caldo.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|Sono il membro di un equipaggio di pescherecci. Saliamo e affumichiamo il pesce, per venderlo in terre lontane.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|Io vendo il sale. Ne hanno bisogno per preservare carne e pesce.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|Lavoro in una miniera di ferro vicino la scogliera. Viene usato per costruire utensili e vari beni.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|Lavoro la ceramica, che le persone usano per trasportare grano o acqua.
str_trade_explanation_tools|Lavoro in una fucina, {signore/signora}, facendo ogni sorta di ferramenta... Coltelli, asce, pentole, falci, martelli, incudini, pinze, seghe, chiodi, ferri di cavallo e naturalmente armi e armature per Sua Eccellenza.
str_trade_explanation_oil|Lavoro in un frantoio, facendo olio dalle olive portate dalla campagna. Se potete permettervelo, il nostro olio può essere usato per vari scopi... In cucina, per le lampade e anche per facilitare il parto.
str_trade_explanation_linen|Sono un tessitore, lavoro il lino portato dalle campagne. Si lavora bene {signore/signora}. Può essere usato per fare vestiti estivi o vele per le imbarcazioni.
str_trade_explanation_velvet|Faccio il tessitore e lavoro il velluto portato dalle terre vicine. Viene lavorato per fare varie cose e, una volta finito, diventa un tessuto molto pregiato.
str_trade_explanation_spice|Aiuto i mercanti a scaricare la loro merce e a portarla oltre le montagne. Pepe, cannella, zafferano... Molti si arricchiscono grazie alle spezie che vengono vendute dicendo che possono curare le malattie.
str_trade_explanation_apples|Io vengo dai frutteti, dove coltiviamo le mele. Le lasciamo essiccare per una maggiore conservazione oppure le mettiamo sott'aceto.
str_trade_explanation_grapes|Io lavoro nei vigneti sulle colline, coltivando le uve per trasformale in pregiato vino per le tavole dei signori, dame e mercanti. Produco anche vino a buon mercato da miscelare con acqua per placare la sete dei popolani.
str_trade_explanation_dyes|Io scarico i coloranti importati a Calradia da lontano. Facciamo il cremisi usando coleotteri e radici, il blu indaco e il giallo. Questi vengono usati per tingere i tessuti e venderli ai nobili del regno.
str_trade_explanation_leatherwork|Io lavoro in una conceria, mi prendo cura delle pelli. È un lavoro orrendo, molte volte torno a casa che puzzo di urina o feci, ma è da lì che vengono fatti gli stivali, le selle e quant'altro, {signore/signora}.
str_trade_explanation_flax|Io raccolgo i semi di lino e lascio marcire gli steli per le loro fibre. Questa è la fonte della vostra biancheria, {signore/signora}... Una fossa marcia.
str_trade_explanation_dates|Mi prendo cura delle palme. Non è un compito facile come dicono, dobbiamo salire in cima alle palme per assicurarci che gli alberi fioriscano e da lì esportiamo la nostra frutta in lungo e in largo; viene essiccata per una maggiore conservazione. Dolce come il miele, dona salute ed energie.
str_trade_explanation_olives|Mi prendo cura degli alberi d'ulivo. A volte le olive le mangiamo o le facciamo in salamoia ma poi le spediamo per farne dell'olio.
str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14}. Ho sentito che potete spuntare un buon prezzo per essa a {s15}.
str_s2s_rebellion|Rivolta di {s2}
str_political_suggestion|Suggerimento politico
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Instabilità: {reg0}% dei lord sono scontenti, {reg1}% sono inquieti
str_reg1shehe_is_prisoner_of_s1|{reg1?Lei:Lui} è prigioniero di {s1}.
str_s39_rival|{s39} (rivale)
str_s41_s39_rival|{s41}, {s39} (rivale)
str_love_interest|amore d'interesse
str_betrothed|fidanzato
str_other_relations_s40_|Altre relazioni: {s40}^
str_relation_with_liege_reg0_|Relazione con il sovrano: {reg0}^
str_sense_of_security_military_reg1_court_position_reg3_|Senso di sicurezza: militare {reg1}, posizione a corte {reg3}^
str_political_details_s47_|Dettagli politici:^{s47}^
str_the_s55|il {s55}
str_travellers_on_the_road|viaggiatori sulla strada
str_a_short_while_ago|poco fa
str_one_day_ago|un giorno fa
str_two_days_day_ago|due giorni fa
str_earlier_this_week|all'inizio di questa settimana
str_about_a_week_ago|circa una settimana fa
str_about_two_weeks_ago|circa due settimane fa
str_several_weeks_ago|diverse settimane fa
str_unknown_assailants|ignoti assalitori
str_swadians|Swadian
str_vaegirs|Vaegir
str_khergits|Khergit
str_nords|Nords
str_rhodoks|Rhodoks
str_sarranids|Sarranidi
str_bandits|banditi
str_deserters|disertori
str_your_followers|tuoi seguaci
str_we_have_heard_that_travellers_heading_to_s40_were_attacked_on_the_road_s46_by_s39|Abbiamo sentito che i viaggiatori diretti a {s40} sono stati attaccati lungo la strada {s46} da {s39}
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39|Abbiamo sentito che i viaggiatori provenienti da {s40} sono stati attaccati sulla strada {s46} da {s39}
str_travellers_coming_from_s40_traded_here_s46|I viaggiatori provenienti da {s40} hanno commerciato qui {s46}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42|Siamo ancora all'inizio della stagione carovaniera, così abbiamo visto pochi commerci.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42|C'è stata veramente una attività commerciale  molto limitata qui ultimamente.{s42}
str_there_has_some_trading_activity_here_recently_but_not_enoughs42|Vi è stata una certa attività commerciale qui di recente, ma insufficente.{s42}
str_there_has_some_trading_activity_here_recently_but_the_roads_are_dangerouss42|Vi è stata una certa attività commerciale qui di recente, ma le strade sono pericolose.{s42}
str_the_roads_around_here_are_very_dangerouss42|Le strade qui intorno sono molto pericolose.{s42}
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42|Abbiamo ricevuto molti mercanti qui in città, anche se c'è qualche pericolo sulle strade.{s42}
str_we_have_received_many_traders_in_town_heres42|Abbiamo ricevuto molti mercanti qui in città.{s42}
str_there_is_little_news_about_the_caravan_routes_to_the_towns_of_s44_and_nearby_parts_but_no_news_is_good_news_and_those_are_therefore_considered_safe|Ci sono poche notizie sulle vie carovaniere che portano alle città di {s44} e ai villaggi circostanti. Ma, come si dice, nessuna nuova buona nuova, e queste strade sono quindi considerate sicure.
str_s47_also_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|{s47} Inoltre, le strade che portano ai villaggi di {s44} e alle altre frazioni periferiche sono considerate sicure.
str_however_the_roads_to_the_villages_of_s44_and_other_outlying_hamlets_are_considered_safe|Comunque, le strade che portano ai villaggi di {s44}e alle altre zone periferiche sono considerate sicure.
str_we_have_shortages_of|Abbiamo carenza di
str_we_have_adequate_stores_of_all_commodities|Abbiamo adeguate scorte di tutti i beni 
str_s33_and_some_other_commodities| {s33} e alcuni altri prodotti
str_the_roads_are_full_of_brigands_friend_but_that_name_in_particular_does_not_sound_familiar_good_hunting_to_you_nonetheless|Le strade sono piene di briganti, amico, ma questo nome in particolare non mi suona familiare. In ogni caso, vi auguro buona caccia.
str_less_than_an_hour_ago|meno di un'ora fa
str_maybe_reg3_hours_ago|mi sembra {reg3} ore fa
str_reg3_days_ago|{reg3} giorni fa
str_youre_in_luck_we_sighted_those_bastards_s16_near_s17_hurry_and_you_might_be_able_to_pick_up_their_trail_while_its_still_hot|Siete fortunato. Abbiamo avvistato quei bastardi {s16} vicino {s17}. Correte, e potreste riuscire a ritrovare le loro tracce mentre sono ancora calde.
str_you_speak_of_claims_to_the_throne_good_there_is_nothing_id_rather_do_than_fight_for_a_good_cause|Parlate di diritto al trono. Bene, non c'è nulla di meglio che combattere per una giusta causa.
str_you_speak_of_claims_to_the_throne_well_there_is_nothing_id_rather_do_than_fight_for_a_good_cause_but_the_claim_you_make_seems_somewhat_weak|Parlate di diritto al trono. Bene, non c'è nulla di meglio che combattere per una giusta causa, ma la vostra affermazione sembra piuttosto debole.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_which_are_sometimes_trod_upon_in_these_sorry_days|Mi fa piacere che parliate in difesa degli antichi diritti, che sono stati piuttosto calpestati in questi tempi.
str_i_am_pleased_that_you_speak_of_upholding_my_ancient_rights_but_sometimes_men_make_pledges_before_they_are_king_which_they_cannot_keep_once_they_take_the_throne|Mi fa piacere che parliate in difesa degli antichi diritti. Ma a volte gli uomini prima di divenire Re, fanno promesse che poi non possono mantenere.
str_you_speak_of_protecting_the_commons_well_i_supposed_thats_good_but_sometimes_the_commons_overstep_their_boundaries_im_more_concerned_that_your_claim_be_legal_so_i_can_swing_my_sword_with_a_good_conscience|Voi parlate di difendere il popolo. Bene, suppongo sia giusto, ma a volte è proprio il popolo ad oltrepassare i limiti. Io sono più preoccupato del fatto che il vostro reclamo sia legale. Se così fosse, potrei usare la mia spada con la coscienza pulita.
str_you_speak_of_giving_me_land_good_i_ask_for_no_more_than_my_due|Voi dite di darmi della terra. Bene, non chiedo di più.
str_you_speak_of_giving_me_land_unfortunately_you_are_not_wellknown_for_rewarding_those_to_whom_you_have_made_such_offers|Voi dite di darmi della terra. Sfortunatamente, non è noto chi è stato gratificato da questa offerta.
str_you_speak_of_unifying_calradia_well_i_believe_that_well_always_be_fighting__its_important_that_we_fight_for_a_rightful_cause|Voi parlate di unificare Calradia. Bene, dato che si dovrà lottare comunque, è importante farlo per una giusta causa.
str_you_talk_of_claims_to_the_throne_but_i_leave_bickering_about_legalities_to_the_lawyers_and_clerks|Voi parlate di diritto al trono, ma lascio ai cancellieri e agli avvocati le questioni legali.
str_you_speak_of_ruling_justly_hah_ill_believe_theres_such_a_thing_as_a_just_king_when_i_see_one|Voi parlate di governare con giustizia. Hah! Io crederò in un re giusto solo quando lo vedrò.
str_you_spoke_of_protecting_the_rights_of_the_nobles_if_you_did_youd_be_the_first_king_to_do_so_in_a_very_long_time|Avete parlato della tutela dei diritti nobiliari. Se così fosse, voi sareste il primo Re a farlo dopo tanto tempo.
str_you_speak_of_giving_me_land_ay_well_lets_see_if_you_deliver|Voi parlate di darmi della terra. Beh, vediamo se terrete fede a questa promessa.
str_you_speak_of_giving_me_land_bah_youre_not_known_for_delivering_on_your_pledges|Voi parlate di darmi della terra. Bah, voi non siete conosciuto come una persona che mantiene le promesse.
str_you_speak_of_unifying_calradia_well_youve_done_a_good_job_at_making_calradia_bend_its_knee_to_you_so_maybe_thats_not_just_talk|Voi parlate di unificare Calradia. Beh, avete fatto un buon lavoro fino ad ora, forse non sono solo parole.
str_you_speak_of_unifying_calradia_id_be_impressed_if_i_thought_you_could_do_it_but_unfortunately_you_dont|Voi parlate di unificare Calradia. Sarò impressionato se succederà, ma purtroppo non è possibile.
str_you_speak_of_claims_to_the_throne_well_any_peasant_can_claim_to_be_a_kings_bastard|Voi parlate di diritto al trono. Beh, qualsiasi contadino può dire di essere un maledetto Re.
str_well_its_a_fine_thing_to_court_the_commons_with_promises_but_what_do_you_have_to_offer_me|Bene, con le promesse ci siamo, ma cosa ci guadagno io?
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected|Voi parlate di proteggere i diritti dei lords. Sarebbe un bel cambiamento, se le mie prerogative come lord venissero rispettate.
str_you_speak_of_protecting_the_rights_of_lords_that_would_make_a_fine_change_if_my_rights_as_lord_would_be_respected_however_it_is_easy_for_you_to_make_promises_while_you_are_weak_that_you_have_no_intention_of_keeping_when_you_are_strong|Parlate di proteggere i diritti dei lords. Sarebbe un bel cambiamento, se le mie prerogative come lord venissero rispettate. Tuttavia, è facile per voi fare promesse mentre siete in condizione di svantaggio, sempre che poi non abbiate intenzione di mantenerle nel caso diventiate forte.
str_you_speak_of_giving_me_land_well_my_family_is_of_ancient_and_noble_lineage_so_you_promise_me_no_more_than_my_due_still_your_gesture_is_appreciated|Parlate di dare a me dei possedimenti. Bene, la mia famiglia è di antico e nobile lignaggio, in questo modo non mi promettete nient'altro che non mi sia già dovuto. In ogni caso apprezzo il vostro gesto.
str_you_speak_of_giving_me_land_well_you_make_that_pledge_but_i_am_not_impressed|Parlate di dare a me della terra. Bene, vi assumete quest'impegno, ma non mi avete di certo impressionato.
str_you_speak_of_unifying_calradia_well_much_of_this_land_now_bends_its_knee_to_you_so_perhaps_that_is_not_just_talk|Parlate di unificare Calradia. Beh, gran parte di questa terra s'inginocchia davanti a voi, perciò forse le vostre non sono vane parole.
str_you_speak_of_unifying_calradia_but_right_now_yours_is_just_one_squabbling_faction_among_many|Parlate di unificare Calradia, ma in questo momento la vostra è solo una fazione litigiosa come tante altre.
str_you_speak_of_claims_well_no_offense_but_a_claim_unsupported_by_might_rarely_prospers|Voi parlate di diritti. Beh, senza offesa, ma una pretesa senza supporto è difficile da sostenere.
str_you_speak_of_protecting_the_commons_well_i_suppose_that_will_make_for_a_more_prosperous_realm_ive_always_tried_to_treat_my_peasants_decently_saves_going_to_bed_worrying_about_whether_youll_wake_up_with_the_roof_on_fire|Voi dite di voler proteggere il popolo. Bene, sarebbe un gran gesto per un regno prospero. Ho sempre cercato di mantenere i miei cittadini decentemente.
str_you_speak_of_protecting_the_commons_very_well_but_remember_that_peasants_are_more_likely_to_cause_trouble_if_you_make_promises_then_dont_deliver_than_if_you_never_made_the_promise_in_the_first_place|Voi dite di voler proteggere il popolo. Molto bene, ma ricordate che i contadini portano molti problemi se vengono fatte promesse che poi non si mantengono.
str_you_speak_of_protecting_the_rights_of_lords_good_youd_be_well_advised_to_do_that__men_fight_better_for_a_king_wholl_respect_their_rights|Voi parlate di voler proteggere i diritti dei lords. Bene, vi conviene farlo... Gli uomini combattono meglio per un Re che rispetta i loro diritti.
str_you_speak_of_protecting_the_rights_of_lords_very_well_but_remember__failing_to_keep_promises_which_you_made_while_scrambling_up_the_throne_is_the_quickest_way_to_topple_off_of_it_once_you_get_there|Voi dite di voler proteggere i diritti dei lord. Molto bene, ma ricordate, non tener fede alle promesse fatte prima di arrivare al trono è la via più rapida per cadere da esso.
str_you_speak_of_giving_me_land_very_good_but_often_i_find_that_when_a_man_makes_too_many_promises_trying_to_get_to_the_top_he_has_trouble_keeping_them_once_he_reaches_it|Voi dite di potermi dare un pezzo di terra. Molto bene, ma spesso è facile fare promesse quando si cerca di arrivare in cima mentre è più difficile mantenerle una volta che la si è raggiunta.
str_you_speak_of_unifying_calradia_well_many_have_said_that_you_might_very_well_be_the_one_to_do_it|Voi dite di voler unificare Calradia. Bene, in molti dicono che siete la persona giusta.
str_you_speak_of_unifying_calradia_well_all_the_kings_say_that_im_not_sure_that_you_will_succeed_while_they_fail|Voi dite di voler unificare Calradia. Bene, tutti i Re lo dicono. Non sono sicuro che avrete successo dove gli altri hanno fallito.
str_you_speak_of_claims_do_you_think_i_care_for_the_nattering_of_lawyers|Voi parlate di diritti. Pensate che mi preoccupi dei discorsi degli avvocati?
str_you_speak_of_protecting_the_commons_how_kind_of_you_i_shall_tell_my_swineherd_all_about_your_sweet_promises_no_doubt_he_will_become_your_most_faithful_vassal|Voi dite di voler proteggere il popolo. Molto gentile! Dirò al mio guardiano dei porci della vostra promessa. Sono sicuro che lui sarà un fedele vassallo.
str_you_speak_of_protecing_the_rights_of_lords_such_sweet_words_but_ill_tell_you_this__the_only_rights_that_are_respected_in_this_world_are_the_rights_to_dominate_whoever_is_weaker_and_to_submit_to_whoever_is_stronger|Voi dite di voler proteggere i diritti dei lords. Che parole dolci! Ma io dico questo: Gli unici diritti che dobbiamo rispettare sono di dominare il più debole e di sottomettersi al più forte.
str_you_speak_of_giving_me_land_yes_very_good__but_you_had_best_deliver|Voi dite di potermi dare un pezzo di terra. Si, molto bene... Ma avete già distribuito i migliori.
str_you_speak_of_giving_me_land_hah_perhaps_all_those_others_to_whom_you_promised_lands_will_simply_step_aside|Voi dite di potermi dare un pezzo di terra. Hah! A quanti altri avete fatto la stessa promessa per poi metterli da parte?
